date,ticker,pos_bod,pos_eod,price,value_eod,dd20,dd60,vol_ratio,soft_signal,hard_signal,action_decided,action_executed,qty_exec,notional_exec,cashflow_date,settlement_date,reason_if_not_executed
2023-01-05,ITUB4.SA,948,711,22.545454025268555,16029.817811965942,0.08298277685978261,0.2279459059202028,,True,False,REDUCE,SELL,237.0,5343.2726039886475,2023-01-05,2023-01-09,
2023-01-05,RAIL3.SA,2124,1593,17.639999389648438,28100.51902770996,0.09869448706513817,0.22041550565932921,,True,False,REDUCE,SELL,531.0,9366.83967590332,2023-01-05,2023-01-09,
2023-01-05,TIMS3.SA,1761,1321,11.789999961853027,15574.58994960785,0.09379845534327469,0.14671534721646484,,True,False,REDUCE,SELL,440.0,5187.599983215332,2023-01-05,2023-01-09,
2023-01-05,RADL3.SA,2235,1677,22.509614944458008,37748.62426185608,0.05153785480181261,0.13821756379175076,,True,False,REDUCE,SELL,558.0,12560.365139007568,2023-01-05,2023-01-09,
2023-01-05,ABEV3.SA,1488,1116,14.289999961853027,15947.639957427979,0.11713390966558768,0.15352447610293807,,True,False,REDUCE,SELL,372.0,5315.879985809326,2023-01-05,2023-01-09,
2023-01-06,CMIG4.SA,4468,3351,8.369230270385742,28045.290636062622,0.04770325354844995,0.09106243320912222,1.1368342516020629,True,False,REDUCE,SELL,1117.0,9348.430212020874,2023-01-06,2023-01-10,
2023-01-06,ITSA4.SA,4966,3725,7.659215927124023,28530.579328536987,0.045296211899589545,0.16893389807909653,1.1342144560959333,True,False,REDUCE,SELL,1241.0,9505.086965560913,2023-01-06,2023-01-10,
2023-01-06,CPLE6.SA,3683,0,7.537881851196289,0.0,0.0398505482672763,0.1178488710955492,1.6356395777769903,True,True,ZERO,SELL,3683.0,27762.018857955933,2023-01-06,2023-01-10,
2023-01-06,ELET3.SA,390,293,41.0,12013.0,0.06876131076894643,0.2069032040350428,1.1055736144566872,True,False,REDUCE,SELL,97.0,3977.0,2023-01-06,2023-01-10,
2023-01-06,EQTL3.SA,1434,1076,25.569747924804688,27513.048767089844,0.061583579354843265,0.14836996840321304,1.0749938435962128,True,False,REDUCE,SELL,358.0,9153.969757080078,2023-01-06,2023-01-10,
2023-01-06,ITUB4.SA,711,534,22.936363220214844,12248.017959594727,0.07357476002362207,0.2256921885767793,1.1402839521726102,True,False,REDUCE,SELL,177.0,4059.7362899780273,2023-01-06,2023-01-10,
2023-01-06,RAIL3.SA,1593,1195,17.799999237060547,21270.999088287354,0.08511745134393378,0.20867204422981367,1.2154801612041652,True,False,REDUCE,SELL,398.0,7084.399696350098,2023-01-06,2023-01-10,
2023-01-06,TIMS3.SA,1321,991,11.9399995803833,11832.539584159851,0.07320876346470762,0.1313868770653227,1.0322837496519999,True,False,REDUCE,SELL,330.0,3940.1998615264893,2023-01-06,2023-01-10,
2023-01-06,RADL3.SA,1677,1258,22.971153259277344,28897.7108001709,0.0494137164897932,0.14274922824841885,1.1009001966755785,True,False,REDUCE,SELL,419.0,9624.913215637207,2023-01-06,2023-01-10,
2023-01-06,ABEV3.SA,1116,837,14.319999694824219,11985.839744567871,0.109375,0.14874550807427178,1.0161418109412828,True,False,REDUCE,SELL,279.0,3995.279914855957,2023-01-06,2023-01-10,
2023-01-09,RAIL3.SA,1195,1423,17.719999313354492,25215.559022903442,0.07885118845750272,0.2032520381235411,1.2013316311058129,True,False,REDUCE,BUY,526.0,9320.719638824463,2023-01-09,2023-01-11,
2023-01-09,CMIG4.SA,3351,4044,8.584614753723145,34716.1820640564,0.025962389148479814,0.08263069739319706,1.1275131360917996,False,False,,BUY,693.0,5949.138024330139,2023-01-09,,
2023-01-09,TIMS3.SA,991,2420,11.949999809265137,28918.99953842163,0.06872037093562233,0.13941604919734385,1.0264601344295565,True,False,REDUCE,BUY,1676.0,20028.19968032837,2023-01-09,2023-01-11,
2023-01-09,ITSA4.SA,3725,4210,7.71340799331665,32473.447651863098,0.02797213898609252,0.15680155012228958,1.1404416040324652,False,False,,BUY,485.0,3741.0028767585754,2023-01-09,,
2023-01-09,RADL3.SA,1258,1478,22.75,33624.5,0.01968175494886848,0.11593656808407471,1.109059145797153,False,False,,BUY,220.0,5005.0,2023-01-09,,
2023-01-09,ELET3.SA,293,619,41.29999923706055,25564.69952774048,0.051169232571032786,0.20535195298150732,1.1081225633443215,True,False,REDUCE,BUY,399.0,16478.69969558716,2023-01-09,2023-01-11,
2023-01-09,EQTL3.SA,1076,1312,25.919334411621094,34006.166748046875,0.05865106129041853,0.1457086547295381,1.0757212772746383,True,False,REDUCE,BUY,505.0,13089.263877868652,2023-01-09,2023-01-11,
2023-01-09,ABEV3.SA,837,2359,14.399999618530273,33969.599100112915,0.08980890856954138,0.14635602405993864,0.9518897420321912,True,False,REDUCE,BUY,1731.0,24926.399339675903,2023-01-09,2023-01-11,
2023-01-09,ITUB4.SA,534,1061,23.100000381469727,24509.10040473938,0.015482340575011522,0.20154538108857978,1.1681454944307659,False,False,,BUY,527.0,12173.700201034546,2023-01-09,,
2023-01-09,UGPA3.SA,0,3181,12.300000190734863,39126.3006067276,0.04984426290631794,0.14744937445697714,1.1078861558757362,False,False,BUY,BUY,3181.0,39126.3006067276,2023-01-09,,
2023-01-10,RAIL3.SA,1423,1068,18.1299991607666,19362.83910369873,0.07049610487529279,0.19602530588221512,1.1836282070215673,True,False,REDUCE,SELL,355.0,6436.149702072144,2023-01-10,2023-01-12,
2023-01-10,CMIG4.SA,4044,4044,8.630768775939941,34902.82892990112,0.025962389148479814,0.08263069739319706,1.1321362913393391,False,False,,,,,,,
2023-01-10,TIMS3.SA,2420,1815,11.869999885559082,21544.049792289734,0.05687205969247999,0.12846717177992728,1.030764983606068,True,False,REDUCE,SELL,605.0,7181.349930763245,2023-01-10,2023-01-12,
2023-01-10,UGPA3.SA,3181,3181,12.720000267028809,40462.32084941864,0.03894080950608292,0.13766598247811768,1.1109547769096215,False,False,,,,,,,
2023-01-10,ITSA4.SA,4210,4210,7.875986099243164,33157.90147781372,0.011655027145346275,0.14264705521280496,1.1493528973842042,False,False,,,,,,,
2023-01-10,RADL3.SA,1478,1478,23.086538314819336,34121.90362930298,0.0,0.09780968552448055,1.1254110653199245,False,False,,,,,,,
2023-01-10,ELET3.SA,619,465,40.900001525878906,19018.50070953369,0.05070615180234517,0.2049641217253113,1.1058474782774699,True,False,REDUCE,SELL,154.0,6298.600234985352,2023-01-10,2023-01-12,
2023-01-10,EQTL3.SA,1312,984,26.149063110351562,25730.678100585938,0.061583579354843265,0.14836996840321304,1.0714674762112697,True,False,REDUCE,SELL,328.0,8576.892700195312,2023-01-10,2023-01-12,
2023-01-10,ABEV3.SA,2359,1770,14.539999961853027,25735.79993247986,0.07672472704685496,0.14456392529163686,0.9488429224489762,True,False,REDUCE,SELL,589.0,8564.059977531433,2023-01-10,2023-01-12,
2023-01-10,ITUB4.SA,1061,1061,23.545454025268555,24981.726720809937,0.0,0.1877012042567454,1.177157717854231,False,False,,,,,,,
2023-01-11,RAIL3.SA,1068,801,18.530000686645508,14842.530550003052,0.07467364666639775,0.1996386720028781,1.1636280480462455,True,False,REDUCE,SELL,267.0,4947.510183334351,2023-01-11,2023-01-13,
2023-01-11,CMIG4.SA,4044,4044,8.984615325927734,36333.78437805176,0.0008952586255216444,0.059021941642896425,1.1367464849244,False,False,,,,,,,
2023-01-11,TIMS3.SA,1815,1362,11.699999809265137,15935.399740219116,0.05608215218834356,0.12773722805576226,1.0304926020267922,True,False,REDUCE,SELL,453.0,5300.099913597107,2023-01-11,2023-01-13,
2023-01-11,UGPA3.SA,3181,2386,13.140000343322754,31352.04081916809,0.0420560712956215,0.14046122780866244,1.111662231209533,True,False,REDUCE,SELL,795.0,10446.30027294159,2023-01-11,2023-01-13,
2023-01-11,ITSA4.SA,4210,4210,7.939210891723633,33424.077854156494,0.004662084695400082,0.1365809346103275,1.147616182645685,False,False,,,,,,,
2023-01-11,RADL3.SA,1478,1478,23.336538314819336,34491.40362930298,0.00962743388549836,0.10649546312923064,1.1283094023540297,False,False,,,,,,,
2023-01-11,ELET3.SA,465,349,42.75,14919.75,0.0437601169192825,0.19914680082486824,1.1062676210752513,True,False,REDUCE,SELL,116.0,4959.0,2023-01-11,2023-01-13,
2023-01-11,EQTL3.SA,984,738,27.327667236328125,20167.818420410156,0.0487536640725762,0.13672658608717325,1.0734758522362782,True,False,REDUCE,SELL,246.0,6722.606140136719,2023-01-11,2023-01-13,
2023-01-11,ABEV3.SA,1770,1328,14.289999961853027,18977.11994934082,0.05759163153269253,0.13978495726297058,0.9458307216333663,True,False,REDUCE,SELL,442.0,6316.179983139038,2023-01-11,2023-01-13,
2023-01-11,ITUB4.SA,1061,1061,23.954544067382812,25415.771255493164,0.0,0.1819059407378526,1.181490810183668,False,False,,,,,,,
2023-01-12,RAIL3.SA,801,601,18.670000076293945,11220.670045852661,0.053263732536928066,0.18112015986579988,1.1469760541534102,True,False,REDUCE,SELL,200.0,3734.000015258789,2023-01-12,2023-01-16,
2023-01-12,CMIG4.SA,4044,4044,8.899999618530273,35991.598457336426,0.0,0.053962900153341375,1.1323258279629769,False,False,,,,,,,
2023-01-12,TIMS3.SA,1362,1022,11.859999656677246,12120.919649124146,0.062401261561983,0.133576638626553,1.0319272791776843,True,False,REDUCE,SELL,340.0,4032.3998832702637,2023-01-12,2023-01-16,
2023-01-12,UGPA3.SA,2386,2386,13.119999885559082,31304.31972694397,0.009345785368615966,0.11111111851598954,1.1163752850983575,False,False,,,,,,,
2023-01-12,ITSA4.SA,4210,4210,7.857922077178955,33081.8519449234,0.0,0.11838235929919116,1.15863477943463,False,False,,,,,,,
2023-01-12,RADL3.SA,1478,1478,23.125,34178.75,0.0,0.0932779461568386,1.1290912326544258,False,False,,,,,,,
2023-01-12,ELET3.SA,349,262,42.369998931884766,11100.939720153809,0.05302146732215751,0.2069032040350428,1.1146209235932663,True,False,REDUCE,SELL,87.0,3686.1899070739746,2023-01-12,2023-01-16,
2023-01-12,EQTL3.SA,738,554,27.517444610595703,15244.66431427002,0.04032256088704245,0.12907520604487233,1.0413028796210013,True,False,REDUCE,SELL,184.0,5063.209808349609,2023-01-12,2023-01-16,
2023-01-12,ABEV3.SA,1328,996,14.100000381469727,14043.600379943848,0.04842930523888633,0.1314217347279083,0.9507432790052245,True,False,REDUCE,SELL,332.0,4681.200126647949,2023-01-12,2023-01-16,
2023-01-12,ITUB4.SA,1061,1061,23.618181228637695,25058.890283584595,0.0,0.1661300544326373,1.193068226322856,False,False,,,,,,,
2023-01-13,RAIL3.SA,601,601,18.3700008392334,11040.370504379272,0.03237592398095046,0.16305324311304115,1.1457320108584448,False,False,,,,,,,
2023-01-13,CMIG4.SA,4044,4044,8.784614562988281,35524.98129272461,0.0,0.01517701993437548,1.140885073207895,False,False,,,,,,,
2023-01-13,TIMS3.SA,1022,767,11.630000114440918,8920.210087776184,0.07582938781339799,0.14598540349229971,1.0304583984059432,True,False,REDUCE,SELL,255.0,2965.650029182434,2023-01-13,2023-01-17,
2023-01-13,UGPA3.SA,2386,2386,12.59000015258789,30039.740364074707,0.0,0.08176100922331664,1.1219808169255159,False,False,,,,,,,
2023-01-13,ITSA4.SA,4210,4210,7.794696807861328,32815.67356109619,0.0,0.11130513853241186,1.1598769746846571,False,False,,,,,,,
2023-01-13,RADL3.SA,1478,1478,23.05769157409668,34079.26814651489,0.0,0.08345921498243447,1.1096507425839484,False,False,,,,,,,
2023-01-13,ELET3.SA,262,262,41.58000183105469,10893.960479736328,0.010187511940250138,0.1710296635062697,1.1351022151936205,False,False,,,,,,,
2023-01-13,EQTL3.SA,554,554,27.047998428344727,14984.591129302979,0.0,0.08982043231783754,1.0824465962353726,False,False,,,,,,,
2023-01-13,ABEV3.SA,996,747,13.880000114440918,10368.360085487366,0.061720263206605064,0.14635602405993864,0.9542140322449009,True,False,REDUCE,SELL,249.0,3456.1200284957886,2023-01-13,2023-01-17,
2023-01-13,ITUB4.SA,1061,1061,23.5,24933.5,0.0,0.15164199695946756,1.200018458200622,False,False,,,,,,,
2023-01-16,RAIL3.SA,601,1549,18.299999237060547,28346.698818206787,0.025065250746629908,0.15672987393924187,1.1274187231406323,False,False,,BUY,948.0,17348.3992767334,2023-01-16,,
2023-01-16,CMIG4.SA,4044,5067,8.699999809265137,44082.89903354645,0.009417844206782822,0.024451929331893107,1.1157448430042838,False,False,,BUY,1023.0,8900.099804878235,2023-01-16,,
2023-01-16,TIMS3.SA,767,3286,11.729999542236328,38544.778495788574,0.05498012140007902,0.13430658235071813,1.0355686774913178,True,False,REDUCE,BUY,2710.0,31788.29875946045,2023-01-16,2023-01-18,
2023-01-16,UGPA3.SA,2386,2975,12.350000381469727,36741.25113487244,0.001522104812868963,0.08315866521054172,1.1143472831272994,False,False,,BUY,589.0,7274.150224685669,2023-01-16,,
2023-01-16,ITSA4.SA,4210,5078,7.659215927124023,38893.49847793579,0.010238903545114142,0.12040439950001702,1.1600860941672477,False,False,,BUY,868.0,6648.199424743652,2023-01-16,,
2023-01-16,RADL3.SA,1478,1816,23.153846740722656,42047.385681152344,0.00906468268624927,0.0917673663676245,1.1075038054608382,False,False,,BUY,338.0,7826.000198364258,2023-01-16,,
2023-01-16,ELET3.SA,262,833,40.81999969482422,34003.059745788574,0.018985869898063057,0.17839830943149693,1.0960517050347742,False,False,,BUY,571.0,23308.21982574463,2023-01-16,,
2023-01-16,EQTL3.SA,554,1645,26.798294067382812,44083.19374084473,0.0,0.08349967734914787,1.0839408253877654,False,False,,BUY,1091.0,29236.93882751465,2023-01-16,,
2023-01-16,ABEV3.SA,747,3721,13.199999809265137,49117.199290275574,0.07419561357391058,0.15770605888557288,0.956936506084767,True,False,REDUCE,BUY,3160.0,41711.99939727783,2023-01-16,2023-01-18,
